id,date,state_name,state_code,region,wind_energy,solar_energy,other_renewable_energy,total_renewable_energy
59627,23-02-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59628,23-02-2025,Odisha,21,Eastern Region,0,2.38,0.42,2.8
59629,23-02-2025,Puducherry,34,Southern Region,0,0.07,0,0.07
59630,23-02-2025,Punjab,3,Northern Region,0,3.95,2.19,6.14
59631,23-02-2025,Rajasthan,8,Northern Region,6.6,36.31,0.34,43.25
59632,23-02-2025,Sikkim,11,Eastern Region,0,0,0,0
59633,23-02-2025,Tamil Nadu,33,Southern Region,12.2,45.9,0,58.1
59634,23-02-2025,Telangana,36,Southern Region,0.62,21.62,0,22.24
59635,23-02-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59636,23-02-2025,Tripura,16,North-Eastern Region,0,0.1,0,0.1
59637,23-02-2025,Uttar Pradesh,9,Northern Region,0,17.1,0,17.1
59638,23-02-2025,Uttarakhand,5,Northern Region,0,0.65,0.64,1.29
59639,23-02-2025,West Bengal,19,Eastern Region,0,0,0.62,0.62
59640,24-02-2025,All India,99,None,121.83,269.8,28.93,420.56
59641,24-02-2025,Andhra Pradesh,28,Southern Region,20.87,16.05,0,36.92
59642,24-02-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59643,24-02-2025,Assam,18,North-Eastern Region,0,1.12,0,1.12
59644,24-02-2025,Bihar,10,Eastern Region,0,1.18,0.73,1.91
59645,24-02-2025,Chandigarh,4,Northern Region,0,0,0,0
59646,24-02-2025,Chhattisgarh,22,Western Region,0,3.7,1.1,4.8
59647,24-02-2025,Delhi,7,Northern Region,0,0,1.91,1.91
59648,24-02-2025,Goa,30,Western Region,0,0,0,0
59649,24-02-2025,Gujarat,24,Western Region,19.3,49.6,0.1,69
59650,24-02-2025,Haryana,6,Northern Region,0,0.89,1.55,2.44
59651,24-02-2025,Himachal Pradesh,2,Northern Region,0,0.35,3.6,3.95
59652,24-02-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59653,24-02-2025,Jharkhand,20,Eastern Region,0,0,0,0
59654,24-02-2025,Karnataka,29,Southern Region,20.92,33.82,12.67,67.41
59655,24-02-2025,Kerala,32,Southern Region,0.47,1.64,0,2.11
59656,24-02-2025,Ladakh,37,Northern Region,0,0,0,0
59657,24-02-2025,Madhya Pradesh,23,Western Region,12.4,11.1,2.4,25.9
59658,24-02-2025,Maharashtra,27,Western Region,9.3,26.2,0,35.5
59659,24-02-2025,Manipur,14,North-Eastern Region,0,0,0,0
59660,24-02-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59661,24-02-2025,Mizoram,15,North-Eastern Region,0,0.15,0,0.15
59662,24-02-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59663,24-02-2025,Odisha,21,Eastern Region,0,2.37,0.48,2.85
59664,24-02-2025,Puducherry,34,Southern Region,0,0.07,0,0.07
59665,24-02-2025,Punjab,3,Northern Region,0,3.51,2.19,5.7
59666,24-02-2025,Rajasthan,8,Northern Region,11.43,33.24,0.57,45.24
59667,24-02-2025,Sikkim,11,Eastern Region,0,0,0,0
59668,24-02-2025,Tamil Nadu,33,Southern Region,26.2,44.3,0,70.5
59669,24-02-2025,Telangana,36,Southern Region,0.94,22.78,0,23.72
59670,24-02-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59671,24-02-2025,Tripura,16,North-Eastern Region,0,0,0,0
59672,24-02-2025,Uttar Pradesh,9,Northern Region,0,17.2,0,17.2
59673,24-02-2025,Uttarakhand,5,Northern Region,0,0.53,0.53,1.06
59674,24-02-2025,West Bengal,19,Eastern Region,0,0,1.1,1.1
59675,25-02-2025,All India,99,None,135.65,238.68,26.34,400.67
59676,25-02-2025,Andhra Pradesh,28,Southern Region,22.76,15.08,0,37.84
59677,25-02-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59678,25-02-2025,Assam,18,North-Eastern Region,0,1.03,0,1.03
59679,25-02-2025,Bihar,10,Eastern Region,0,1.04,0.71,1.75
59680,25-02-2025,Chandigarh,4,Northern Region,0,0,0,0
59681,25-02-2025,Chhattisgarh,22,Western Region,0,3.6,1.1,4.7
59682,25-02-2025,Delhi,7,Northern Region,0,0,1.46,1.46
59683,25-02-2025,Goa,30,Western Region,0,0,0,0
59684,25-02-2025,Gujarat,24,Western Region,28,45.8,0.3,74.1
59685,25-02-2025,Haryana,6,Northern Region,0,0.74,2.01,2.75
59686,25-02-2025,Himachal Pradesh,2,Northern Region,0,0.18,3.25,3.43
59687,25-02-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59688,25-02-2025,Jharkhand,20,Eastern Region,0,0,0,0
59689,25-02-2025,Karnataka,29,Southern Region,28.24,33.82,10.59,72.65
59690,25-02-2025,Kerala,32,Southern Region,0.4,1.68,0,2.08
59691,25-02-2025,Ladakh,37,Northern Region,0,0,0,0
59692,25-02-2025,Madhya Pradesh,23,Western Region,9.2,11.1,2.3,22.6
59693,25-02-2025,Maharashtra,27,Western Region,11.5,25.7,0,37.2
59694,25-02-2025,Manipur,14,North-Eastern Region,0,0,0,0
59695,25-02-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59696,25-02-2025,Mizoram,15,North-Eastern Region,0,0.16,0,0.16
59697,25-02-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59698,25-02-2025,Odisha,21,Eastern Region,0,2.46,0.44,2.9
59699,25-02-2025,Puducherry,34,Southern Region,0,0.06,0,0.06
59700,25-02-2025,Punjab,3,Northern Region,0,2.69,2.19,4.88
59701,25-02-2025,Rajasthan,8,Northern Region,9.95,21.4,0.53,31.88
59702,25-02-2025,Sikkim,11,Eastern Region,0,0,0,0
59703,25-02-2025,Tamil Nadu,33,Southern Region,24.59,34.4,0,58.99
59704,25-02-2025,Telangana,36,Southern Region,1.01,21.45,0,22.46
59705,25-02-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59706,25-02-2025,Tripura,16,North-Eastern Region,0,0.02,0,0.02
59707,25-02-2025,Uttar Pradesh,9,Northern Region,0,15.7,0,15.7
59708,25-02-2025,Uttarakhand,5,Northern Region,0,0.57,0.4,0.97
59709,25-02-2025,West Bengal,19,Eastern Region,0,0,1.06,1.06
59710,26-02-2025,All India,99,None,145.52,249.48,27.57,422.57
59711,26-02-2025,Andhra Pradesh,28,Southern Region,20.32,15.76,0,36.08
59712,26-02-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59713,26-02-2025,Assam,18,North-Eastern Region,0,1.19,0,1.19
59714,26-02-2025,Bihar,10,Eastern Region,0,0.97,0.74,1.71
59715,26-02-2025,Chandigarh,4,Northern Region,0,0,0,0
59716,26-02-2025,Chhattisgarh,22,Western Region,0,3.8,1.1,4.9
59717,26-02-2025,Delhi,7,Northern Region,0,0,1.42,1.42
59718,26-02-2025,Goa,30,Western Region,0,0,0,0
59719,26-02-2025,Gujarat,24,Western Region,18.3,48.9,0.3,67.5
59720,26-02-2025,Haryana,6,Northern Region,0,0.59,2.09,2.68
59721,26-02-2025,Himachal Pradesh,2,Northern Region,0,0.24,4.03,4.27
59722,26-02-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59723,26-02-2025,Jharkhand,20,Eastern Region,0,0,0,0
59724,26-02-2025,Karnataka,29,Southern Region,32.93,38.47,10.78,82.18
59725,26-02-2025,Kerala,32,Southern Region,0.5,1.57,0,2.07
59726,26-02-2025,Ladakh,37,Northern Region,0,0,0,0
59727,26-02-2025,Madhya Pradesh,23,Western Region,11.3,10.8,2.2,24.3
59728,26-02-2025,Maharashtra,27,Western Region,13.1,25.4,0,38.5
59729,26-02-2025,Manipur,14,North-Eastern Region,0,0,0,0
59730,26-02-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59731,26-02-2025,Mizoram,15,North-Eastern Region,0,0.14,0,0.14
59732,26-02-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59733,26-02-2025,Odisha,21,Eastern Region,0,2.3,0.41,2.71
59734,26-02-2025,Puducherry,34,Southern Region,0,0.06,0,0.06
59735,26-02-2025,Punjab,3,Northern Region,0,2.56,2.19,4.75
59736,26-02-2025,Rajasthan,8,Northern Region,15.55,25.46,0.8,41.81
59737,26-02-2025,Sikkim,11,Eastern Region,0,0,0,0
59738,26-02-2025,Tamil Nadu,33,Southern Region,32.69,34,0,66.69
59739,26-02-2025,Telangana,36,Southern Region,0.83,21.56,0,22.39
59740,26-02-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59741,26-02-2025,Tripura,16,North-Eastern Region,0,0,0,0
59742,26-02-2025,Uttar Pradesh,9,Northern Region,0,15.2,0,15.2
59743,26-02-2025,Uttarakhand,5,Northern Region,0,0.51,0.43,0.94
59744,26-02-2025,West Bengal,19,Eastern Region,0,0,1.08,1.08
59745,27-02-2025,All India,99,None,128,238.5,27.16,393.66
59746,27-02-2025,Andhra Pradesh,28,Southern Region,17.31,14.83,0,32.14
59747,27-02-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59748,27-02-2025,Assam,18,North-Eastern Region,0,1.12,0,1.12
59749,27-02-2025,Bihar,10,Eastern Region,0,0.99,0.78,1.77
59750,27-02-2025,Chandigarh,4,Northern Region,0,0,0,0
59751,27-02-2025,Chhattisgarh,22,Western Region,0,3.9,1.1,5
59752,27-02-2025,Delhi,7,Northern Region,0,0,1.32,1.32
59753,27-02-2025,Goa,30,Western Region,0,0,0,0
59754,27-02-2025,Gujarat,24,Western Region,20.2,45.2,0.2,65.6
59755,27-02-2025,Haryana,6,Northern Region,0,0.22,2.02,2.24
59756,27-02-2025,Himachal Pradesh,2,Northern Region,0,0.16,3.79,3.95
59757,27-02-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59758,27-02-2025,Jharkhand,20,Eastern Region,0,0,0,0
59759,27-02-2025,Karnataka,29,Southern Region,25.53,37.25,10.86,73.64
59760,27-02-2025,Kerala,32,Southern Region,0.47,1.67,0,2.14
59761,27-02-2025,Ladakh,37,Northern Region,0,0,0,0
59762,27-02-2025,Madhya Pradesh,23,Western Region,8.3,9.6,2.3,20.2
59763,27-02-2025,Maharashtra,27,Western Region,11.9,26.1,0,38
59764,27-02-2025,Manipur,14,North-Eastern Region,0,0,0,0
59765,27-02-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59766,27-02-2025,Mizoram,15,North-Eastern Region,0,0.02,0,0.02
59767,27-02-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59768,27-02-2025,Odisha,21,Eastern Region,0,2.2,0.48,2.68
59769,27-02-2025,Puducherry,34,Southern Region,0,0.07,0,0.07
59770,27-02-2025,Punjab,3,Northern Region,0,1.58,2.19,3.77
59771,27-02-2025,Rajasthan,8,Northern Region,9.44,15.98,0.68,26.1
59772,27-02-2025,Sikkim,11,Eastern Region,0,0,0,0
59773,27-02-2025,Tamil Nadu,33,Southern Region,34.26,41.5,0,75.76
59774,27-02-2025,Telangana,36,Southern Region,0.59,21.93,0,22.52
59775,27-02-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59776,27-02-2025,Tripura,16,North-Eastern Region,0,0.02,0,0.02
59777,27-02-2025,Uttar Pradesh,9,Northern Region,0,14,0,14
59778,27-02-2025,Uttarakhand,5,Northern Region,0,0.16,0.39,0.55
59779,27-02-2025,West Bengal,19,Eastern Region,0,0,1.05,1.05
59780,28-02-2025,All India,99,None,142.01,237.37,26.53,405.91
59781,28-02-2025,Andhra Pradesh,28,Southern Region,18.58,14.92,0,33.5
59782,28-02-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59783,28-02-2025,Assam,18,North-Eastern Region,0,0.85,0,0.85
59784,28-02-2025,Bihar,10,Eastern Region,0,0.91,0.8,1.71
59785,28-02-2025,Chandigarh,4,Northern Region,0,0,0,0
59786,28-02-2025,Chhattisgarh,22,Western Region,0,3.7,1,4.7
59787,28-02-2025,Delhi,7,Northern Region,0,0,1.57,1.57
59788,28-02-2025,Goa,30,Western Region,0,0,0,0
59789,28-02-2025,Gujarat,24,Western Region,32.9,48.7,0.2,81.8
59790,28-02-2025,Haryana,6,Northern Region,0,0.69,1.95,2.64
59791,28-02-2025,Himachal Pradesh,2,Northern Region,0,0.15,3.51,3.66
59792,28-02-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59793,28-02-2025,Jharkhand,20,Eastern Region,0,0,0,0
59794,28-02-2025,Karnataka,29,Southern Region,24,37.3,11.43,72.73
59795,28-02-2025,Kerala,32,Southern Region,0.4,1.55,0,1.95
59796,28-02-2025,Ladakh,37,Northern Region,0,0,0,0
59797,28-02-2025,Madhya Pradesh,23,Western Region,11,9.5,2.1,22.6
59798,28-02-2025,Maharashtra,27,Western Region,7.4,24.7,0,32.1
59799,28-02-2025,Manipur,14,North-Eastern Region,0,0,0,0
59800,28-02-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59801,28-02-2025,Mizoram,15,North-Eastern Region,0,0.13,0,0.13
59802,28-02-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59803,28-02-2025,Odisha,21,Eastern Region,0,2.09,0.64,2.73
59804,28-02-2025,Puducherry,34,Southern Region,0,0.02,0,0.02
59805,28-02-2025,Punjab,3,Northern Region,0,2.73,2.19,4.92
59806,28-02-2025,Rajasthan,8,Northern Region,21.34,25.47,0.69,47.5
59807,28-02-2025,Sikkim,11,Eastern Region,0,0,0,0
59808,28-02-2025,Tamil Nadu,33,Southern Region,25.72,31.8,0,57.52
59809,28-02-2025,Telangana,36,Southern Region,0.67,21.49,0,22.16
59810,28-02-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59811,28-02-2025,Tripura,16,North-Eastern Region,0,0.02,0,0.02
59812,28-02-2025,Uttar Pradesh,9,Northern Region,0,10.4,0,10.4
59813,28-02-2025,Uttarakhand,5,Northern Region,0,0.25,0.33,0.58
59814,28-02-2025,West Bengal,19,Eastern Region,0,0,0.12,0.12
59815,01-03-2025,All India,99,None,122.71,254.42,28.13,405.26
59816,01-03-2025,Andhra Pradesh,28,Southern Region,11.05,16.27,0,27.32
59817,01-03-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59818,01-03-2025,Assam,18,North-Eastern Region,0,0.54,0,0.54
59819,01-03-2025,Bihar,10,Eastern Region,0,0.96,0.71,1.67
59820,01-03-2025,Chandigarh,4,Northern Region,0,0,0,0
59821,01-03-2025,Chhattisgarh,22,Western Region,0,3.7,1.1,4.8
59822,01-03-2025,Delhi,7,Northern Region,0,0,1.92,1.92
59823,01-03-2025,Goa,30,Western Region,0,0,0,0
59824,01-03-2025,Gujarat,24,Western Region,33.1,52.2,0.4,85.7
59825,01-03-2025,Haryana,6,Northern Region,0,0.64,1.61,2.25
59826,01-03-2025,Himachal Pradesh,2,Northern Region,0,0.31,4.51,4.82
59827,01-03-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59828,01-03-2025,Jharkhand,20,Eastern Region,0,0,0,0
59829,01-03-2025,Karnataka,29,Southern Region,20.76,39.28,10.42,70.46
59830,01-03-2025,Kerala,32,Southern Region,0.37,1.39,0,1.76
59831,01-03-2025,Ladakh,37,Northern Region,0,0,0,0
59832,01-03-2025,Madhya Pradesh,23,Western Region,10.2,10.5,2.1,22.8
59833,01-03-2025,Maharashtra,27,Western Region,9.9,24.4,0,34.3
59834,01-03-2025,Manipur,14,North-Eastern Region,0,0,0,0
59835,01-03-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59836,01-03-2025,Mizoram,15,North-Eastern Region,0,0.14,0,0.14
59837,01-03-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59838,01-03-2025,Odisha,21,Eastern Region,0,2.53,0.44,2.97
59839,01-03-2025,Puducherry,34,Southern Region,0,0.02,0,0.02
59840,01-03-2025,Punjab,3,Northern Region,0,3.03,2.19,5.22
59841,01-03-2025,Rajasthan,8,Northern Region,10.57,32.15,1.18,43.9
59842,01-03-2025,Sikkim,11,Eastern Region,0,0,0,0
59843,01-03-2025,Tamil Nadu,33,Southern Region,25.6,30.1,0,55.7
59844,01-03-2025,Telangana,36,Southern Region,1.16,22.78,0,23.94
59845,01-03-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59846,01-03-2025,Tripura,16,North-Eastern Region,0,0,0,0
59847,01-03-2025,Uttar Pradesh,9,Northern Region,0,13.1,0,13.1
59848,01-03-2025,Uttarakhand,5,Northern Region,0,0.38,0.43,0.81
59849,01-03-2025,West Bengal,19,Eastern Region,0,0,1.12,1.12
59850,02-03-2025,All India,99,None,89.04,266.12,27.6,382.76
59851,02-03-2025,Andhra Pradesh,28,Southern Region,7.59,16.32,0,23.91
59852,02-03-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59853,02-03-2025,Assam,18,North-Eastern Region,0,0.77,0,0.77
59854,02-03-2025,Bihar,10,Eastern Region,0,1.18,0.69,1.87
59855,02-03-2025,Chandigarh,4,Northern Region,0,0,0,0
59856,02-03-2025,Chhattisgarh,22,Western Region,0,3,1.1,4.1
59857,02-03-2025,Delhi,7,Northern Region,0,0,1.7,1.7
59858,02-03-2025,Goa,30,Western Region,0,0,0,0
59859,02-03-2025,Gujarat,24,Western Region,26.2,52.1,0.4,78.7
59860,02-03-2025,Haryana,6,Northern Region,0,0.92,1.64,2.56
59861,02-03-2025,Himachal Pradesh,2,Northern Region,0,0.37,4.98,5.35
59862,02-03-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59863,02-03-2025,Jharkhand,20,Eastern Region,0,0,0,0
59864,02-03-2025,Karnataka,29,Southern Region,14.66,38.01,9.61,62.28
59865,02-03-2025,Kerala,32,Southern Region,0.27,1.15,0,1.42
59866,02-03-2025,Ladakh,37,Northern Region,0,0,0,0
59867,02-03-2025,Madhya Pradesh,23,Western Region,8.5,11.3,2.1,21.9
59868,02-03-2025,Maharashtra,27,Western Region,5.5,24.1,0,29.6
59869,02-03-2025,Manipur,14,North-Eastern Region,0,0,0,0
59870,02-03-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59871,02-03-2025,Mizoram,15,North-Eastern Region,0,0.14,0,0.14
59872,02-03-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59873,02-03-2025,Odisha,21,Eastern Region,0,2.06,0.43,2.49
59874,02-03-2025,Puducherry,34,Southern Region,0,0.07,0,0.07
59875,02-03-2025,Punjab,3,Northern Region,0,4.29,2.19,6.48
59876,02-03-2025,Rajasthan,8,Northern Region,15.96,37.96,1.21,55.13
59877,02-03-2025,Sikkim,11,Eastern Region,0,0,0,0
59878,02-03-2025,Tamil Nadu,33,Southern Region,9.79,32.9,0,42.69
59879,02-03-2025,Telangana,36,Southern Region,0.57,21.94,0,22.51
59880,02-03-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59881,02-03-2025,Tripura,16,North-Eastern Region,0,0.02,0,0.02
59882,02-03-2025,Uttar Pradesh,9,Northern Region,0,16.7,0,16.7
59883,02-03-2025,Uttarakhand,5,Northern Region,0,0.82,0.47,1.29
59884,02-03-2025,West Bengal,19,Eastern Region,0,0,1.08,1.08
59885,03-03-2025,All India,99,None,103.28,265.53,28.21,397.02
59886,03-03-2025,Andhra Pradesh,28,Southern Region,8.94,15.6,0,24.54
59887,03-03-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59888,03-03-2025,Assam,18,North-Eastern Region,0,1.06,0,1.06
59889,03-03-2025,Bihar,10,Eastern Region,0,1.27,0.69,1.96
59890,03-03-2025,Chandigarh,4,Northern Region,0,0,0,0
59891,03-03-2025,Chhattisgarh,22,Western Region,0,3.8,1.1,4.9
59892,03-03-2025,Delhi,7,Northern Region,0,0,1.95,1.95
59893,03-03-2025,Goa,30,Western Region,0,0,0,0
59894,03-03-2025,Gujarat,24,Western Region,31.5,51.1,0.1,82.7
59895,03-03-2025,Haryana,6,Northern Region,0,0.9,1.66,2.56
59896,03-03-2025,Himachal Pradesh,2,Northern Region,0,0.22,4.73,4.95
59897,03-03-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59898,03-03-2025,Jharkhand,20,Eastern Region,0,0,0,0
59899,03-03-2025,Karnataka,29,Southern Region,10.62,36.1,10.32,57.04
59900,03-03-2025,Kerala,32,Southern Region,0.09,1.33,0,1.42
59901,03-03-2025,Ladakh,37,Northern Region,0,0,0,0
59902,03-03-2025,Madhya Pradesh,23,Western Region,6.8,11.1,2.2,20.1
59903,03-03-2025,Maharashtra,27,Western Region,8.6,26,0,34.6
59904,03-03-2025,Manipur,14,North-Eastern Region,0,0,0,0
59905,03-03-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59906,03-03-2025,Mizoram,15,North-Eastern Region,0,0.08,0,0.08
59907,03-03-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59908,03-03-2025,Odisha,21,Eastern Region,0,1.79,0.47,2.26
59909,03-03-2025,Puducherry,34,Southern Region,0,0.07,0,0.07
59910,03-03-2025,Punjab,3,Northern Region,0,3.74,2.19,5.93
59911,03-03-2025,Rajasthan,8,Northern Region,31.67,36.63,1.24,69.54
59912,03-03-2025,Sikkim,11,Eastern Region,0,0,0,0
59913,03-03-2025,Tamil Nadu,33,Southern Region,4.67,34.6,0,39.27
59914,03-03-2025,Telangana,36,Southern Region,0.39,21.58,0,21.97
59915,03-03-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59916,03-03-2025,Tripura,16,North-Eastern Region,0,0,0,0
59917,03-03-2025,Uttar Pradesh,9,Northern Region,0,17.8,0,17.8
59918,03-03-2025,Uttarakhand,5,Northern Region,0,0.76,0.48,1.24
59919,03-03-2025,West Bengal,19,Eastern Region,0,0,1.08,1.08
59920,04-03-2025,All India,99,None,171.52,269.84,27.94,469.3
59921,04-03-2025,Andhra Pradesh,28,Southern Region,6.01,12.32,0,18.33
59922,04-03-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59923,04-03-2025,Assam,18,North-Eastern Region,0,1.11,0,1.11
59924,04-03-2025,Bihar,10,Eastern Region,0,1.25,0.71,1.96
59925,04-03-2025,Chandigarh,4,Northern Region,0,0,0,0
59926,04-03-2025,Chhattisgarh,22,Western Region,0,3.7,1.1,4.8
59927,04-03-2025,Delhi,7,Northern Region,0,0,1.94,1.94
59928,04-03-2025,Goa,30,Western Region,0,0,0,0
59929,04-03-2025,Gujarat,24,Western Region,84.8,51.9,0.3,137
59930,04-03-2025,Haryana,6,Northern Region,0,0.98,1.79,2.77
59931,04-03-2025,Himachal Pradesh,2,Northern Region,0,0.13,5.04,5.17
59932,04-03-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59933,04-03-2025,Jharkhand,20,Eastern Region,0,0,0,0
59934,04-03-2025,Karnataka,29,Southern Region,12.1,32.6,8.93,53.63
59935,04-03-2025,Kerala,32,Southern Region,0.16,1.38,0,1.54
59936,04-03-2025,Ladakh,37,Northern Region,0,0,0,0
59937,04-03-2025,Madhya Pradesh,23,Western Region,18.5,11.6,2.3,32.4
59938,04-03-2025,Maharashtra,27,Western Region,8.9,26.5,0,35.4
59939,04-03-2025,Manipur,14,North-Eastern Region,0,0,0,0
59940,04-03-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59941,04-03-2025,Mizoram,15,North-Eastern Region,0,0.15,0,0.15
59942,04-03-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59943,04-03-2025,Odisha,21,Eastern Region,0,2.27,0.49,2.76
59944,04-03-2025,Puducherry,34,Southern Region,0,0.07,0,0.07
59945,04-03-2025,Punjab,3,Northern Region,0,4.24,2.19,6.43
59946,04-03-2025,Rajasthan,8,Northern Region,32.19,39.35,1.52,73.06
59947,04-03-2025,Sikkim,11,Eastern Region,0,0,0,0
59948,04-03-2025,Tamil Nadu,33,Southern Region,8.63,43.3,0,51.93
59949,04-03-2025,Telangana,36,Southern Region,0.23,19.23,0,19.46
59950,04-03-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59951,04-03-2025,Tripura,16,North-Eastern Region,0,0,0,0
59952,04-03-2025,Uttar Pradesh,9,Northern Region,0,17.1,0,17.1
59953,04-03-2025,Uttarakhand,5,Northern Region,0,0.66,0.48,1.14
59954,04-03-2025,West Bengal,19,Eastern Region,0,0,1.15,1.15
59955,05-03-2025,All India,99,None,155.45,284.79,26.74,466.98
59956,05-03-2025,Andhra Pradesh,28,Southern Region,4.79,14.7,0,19.49
59957,05-03-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59958,05-03-2025,Assam,18,North-Eastern Region,0,1,0,1
59959,05-03-2025,Bihar,10,Eastern Region,0,1.28,0.55,1.83
59960,05-03-2025,Chandigarh,4,Northern Region,0,0,0,0
59961,05-03-2025,Chhattisgarh,22,Western Region,0,4.2,0.9,5.1
59962,05-03-2025,Delhi,7,Northern Region,0,0,1.94,1.94
59963,05-03-2025,Goa,30,Western Region,0,0,0,0
59964,05-03-2025,Gujarat,24,Western Region,84.8,51.9,0.3,137
59965,05-03-2025,Haryana,6,Northern Region,0,1.07,1.79,2.86
59966,05-03-2025,Himachal Pradesh,2,Northern Region,0,0.13,4.88,5.01
59967,05-03-2025,Jammu And Kashmir,1,Northern Region,0,0,0,0
59968,05-03-2025,Jharkhand,20,Eastern Region,0,0,0,0
59969,05-03-2025,Karnataka,29,Southern Region,14.27,33.33,8.75,56.35
59970,05-03-2025,Kerala,32,Southern Region,0.17,1.51,0,1.68
59971,05-03-2025,Ladakh,37,Northern Region,0,0,0,0
59972,05-03-2025,Madhya Pradesh,23,Western Region,16.7,12.8,2.2,31.7
59973,05-03-2025,Maharashtra,27,Western Region,15.8,26.8,0,42.6
59974,05-03-2025,Manipur,14,North-Eastern Region,0,0,0,0
59975,05-03-2025,Meghalaya,17,North-Eastern Region,0,0,0,0
59976,05-03-2025,Mizoram,15,North-Eastern Region,0,0.15,0,0.15
59977,05-03-2025,Nagaland,13,North-Eastern Region,0,0,0,0
59978,05-03-2025,Odisha,21,Eastern Region,0,2.68,0.49,3.17
59979,05-03-2025,Puducherry,34,Southern Region,0,0.08,0,0.08
59980,05-03-2025,Punjab,3,Northern Region,0,4.48,2.19,6.67
59981,05-03-2025,Rajasthan,8,Northern Region,13.22,40.8,1.2,55.22
59982,05-03-2025,Sikkim,11,Eastern Region,0,0,0,0
59983,05-03-2025,Tamil Nadu,33,Southern Region,4.89,46,0,50.89
59984,05-03-2025,Telangana,36,Southern Region,0.81,22.47,0,23.28
59985,05-03-2025,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
59986,05-03-2025,Tripura,16,North-Eastern Region,0,0.03,0,0.03
59987,05-03-2025,Uttar Pradesh,9,Northern Region,0,18.7,0,18.7
59988,05-03-2025,Uttarakhand,5,Northern Region,0,0.68,0.42,1.1
59989,05-03-2025,West Bengal,19,Eastern Region,0,0,1.13,1.13
59990,06-03-2025,All India,99,None,66.9,296.96,27.04,390.9
59991,06-03-2025,Andhra Pradesh,28,Southern Region,7.22,15.29,0,22.51
59992,06-03-2025,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
59993,06-03-2025,Assam,18,North-Eastern Region,0,1.02,0,1.02
59994,06-03-2025,Bihar,10,Eastern Region,0,1.31,0.62,1.93
59995,06-03-2025,Chandigarh,4,Northern Region,0,0,0,0
59996,06-03-2025,Chhattisgarh,22,Western Region,0,4.3,0.8,5.1
59997,06-03-2025,Delhi,7,Northern Region,0,0,1.95,1.95
59998,06-03-2025,Goa,30,Western Region,0,0,0,0
